position,bid_liquidity(e+08),bid_spread,bid_lots,ask_liquidity(e+08),ask_lots,ask_spread
-13,2.40576164904374,0,21,2.8502977430671006,0,19
-18,2.40576164904374,0,22,2.8502977430671006,0,18
3,2.817625005879612,0,20,3.1074559505546637,0,20
1,2.817625005879612,0,20,3.1074559505546637,0,20
-18,2.817625005879612,0,22,3.1074559505546637,0,18
-13,2.817625005879612,0,21,3.1074559505546637,0,19
16,2.817625005879612,0,18,3.1074559505546637,0,22
22,2.817625005879612,0,18,3.1074559505546637,0,22
-18,2.187012400484458,0,22,3.072258780435265,0,18
22,2.187012400484458,0,18,3.072258780435265,0,22
3,2.187012400484458,0,20,3.072258780435265,0,20
1,2.187012400484458,0,20,3.072258780435265,0,20
16,2.187012400484458,0,18,3.072258780435265,0,22
-13,2.187012400484458,0,21,3.072258780435265,0,19
-18,6.104890476909342,0,22,2.9158234037098287,0,18
1,6.104890476909342,0,20,2.9158234037098287,0,20
22,6.104890476909342,0,18,2.9158234037098287,0,22
3,6.104890476909342,0,20,2.9158234037098287,0,20
-13,6.104890476909342,0,21,2.9158234037098287,0,19
16,6.104890476909342,0,18,2.9158234037098287,0,22
3,2.7292683147693895,0,20,5.577098867928478,0,20
1,2.7292683147693895,0,20,5.577098867928478,0,20
-13,2.7292683147693895,0,21,5.577098867928478,0,19
22,2.7292683147693895,0,18,5.577098867928478,0,22
-18,2.7292683147693895,0,22,5.577098867928478,0,18
16,2.7292683147693895,0,18,5.577098867928478,0,22
16,3.758343915931531,0,18,3.8726118826337887,0,22
1,3.758343915931531,0,20,3.8726118826337887,0,20
-18,3.758343915931531,0,22,3.8726118826337887,0,18
3,3.758343915931531,0,20,3.8726118826337887,0,20
-13,3.758343915931531,0,21,3.8726118826337887,0,19
22,3.758343915931531,0,18,3.8726118826337887,0,22
-13,2.7150134244298654,0,21,5.75718604464649,0,19
3,2.7150134244298654,0,20,5.75718604464649,0,20
22,2.7150134244298654,0,18,5.75718604464649,0,22
1,2.7150134244298654,0,20,5.75718604464649,0,20
16,2.7150134244298654,0,18,5.75718604464649,0,22
-18,2.7150134244298654,0,22,5.75718604464649,0,18
1,2.880946764464478,0,20,5.513115074694127,0,20
22,2.880946764464478,0,18,5.513115074694127,0,22
-13,2.880946764464478,0,21,5.513115074694127,0,19
-18,2.880946764464478,0,22,5.513115074694127,0,18
16,2.880946764464478,0,18,5.513115074694127,0,22
3,2.880946764464478,0,20,5.513115074694127,0,20
-6,4.974810391099936,0,21,3.543848833257823,0,19
-23,4.974810391099936,0,22,3.543848833257823,0,17
-19,4.974810391099936,0,22,3.543848833257823,0,18
-27,4.974810391099936,0,23,3.543848833257823,1,17
0,4.974810391099936,0,20,3.543848833257823,0,20
3,4.974810391099936,0,20,3.543848833257823,0,20
-17,2.5371303971461754,0,22,5.795493213290385,0,18
6,2.5371303971461754,0,19,5.795493213290385,0,21
-11,2.5371303971461754,0,21,5.795493213290385,0,19
-32,2.5371303971461754,0,23,5.795493213290385,1,16
-16,2.5371303971461754,0,22,5.795493213290385,0,18
-2,2.5371303971461754,0,20,5.795493213290385,0,20
-13,3.8799464801775763,0,21,3.156009970422319,0,19
-4,3.8799464801775763,0,20,3.156009970422319,0,20
-10,3.8799464801775763,0,21,3.156009970422319,0,19
4,3.8799464801775763,0,20,3.156009970422319,0,20
-1,3.8799464801775763,0,20,3.156009970422319,0,20
13,3.8799464801775763,0,19,3.156009970422319,0,21
-13,2.9383058807020426,0,21,3.342250353545142,0,19
-4,2.9383058807020426,0,20,3.342250353545142,0,20
-10,2.9383058807020426,0,21,3.342250353545142,0,19
13,2.9383058807020426,0,19,3.342250353545142,0,21
-1,2.9383058807020426,0,20,3.342250353545142,0,20
4,2.9383058807020426,0,20,3.342250353545142,0,20
-1,2.966036443918979,0,20,5.709845561336568,0,20
13,2.966036443918979,0,19,5.709845561336568,0,21
-10,2.966036443918979,0,21,5.709845561336568,0,19
-4,2.966036443918979,0,20,5.709845561336568,0,20
-13,2.966036443918979,0,21,5.709845561336568,0,19
4,2.966036443918979,0,20,5.709845561336568,0,20
-10,3.8649685284843667,0,21,3.8323397359724463,0,19
4,3.8649685284843667,0,20,3.8323397359724463,0,20
13,3.8649685284843667,0,19,3.8323397359724463,0,21
-4,3.8649685284843667,0,20,3.8323397359724463,0,20
-1,3.8649685284843667,0,20,3.8323397359724463,0,20
-13,3.8649685284843667,0,21,3.8323397359724463,0,19
-13,2.5645799451171647,0,21,5.571810213090795,0,19
13,2.5645799451171647,0,19,5.571810213090795,0,21
-4,2.5645799451171647,0,20,5.571810213090795,0,20
-10,2.5645799451171647,0,21,5.571810213090795,0,19
-1,2.5645799451171647,0,20,5.571810213090795,0,20
4,2.5645799451171647,0,20,5.571810213090795,0,20
-6,4.591696887608848,0,21,2.8532348623675654,0,19
-8,4.591696887608848,0,21,2.8532348623675654,0,19
-23,4.591696887608848,0,22,2.8532348623675654,0,17
-8,4.591696887608848,0,21,2.8532348623675654,0,19
19,4.591696887608848,0,18,2.8532348623675654,0,22
15,4.591696887608848,0,18,2.8532348623675654,0,21
3,2.6056969144658018,0,20,2.8532348623675654,0,20
35,2.6056969144658018,1,16,2.8532348623675654,0,23
5,2.6056969144658018,0,19,2.8532348623675654,0,21
13,2.6056969144658018,0,19,2.8532348623675654,0,21
5,2.6056969144658018,0,19,2.8532348623675654,0,21
3,2.6056969144658018,0,20,2.8532348623675654,0,20
5,1.9103921153852788,0,19,3.7768527432302563,0,21
35,1.9103921153852788,1,16,3.7768527432302563,0,23
13,1.9103921153852788,0,19,3.7768527432302563,0,21
5,1.9103921153852788,0,19,3.7768527432302563,0,21
3,1.9103921153852788,0,20,3.7768527432302563,0,20
3,1.9103921153852788,0,20,3.7768527432302563,0,20
12,1.8418066860042437,0,19,6.1790446838703765,0,21
-16,1.8418066860042437,0,22,6.1790446838703765,0,18
3,1.8418066860042437,0,20,6.1790446838703765,0,20
3,1.8418066860042437,0,20,6.1790446838703765,0,20
11,1.8418066860042437,0,19,6.1790446838703765,0,21
3,1.8418066860042437,0,20,6.1790446838703765,0,20
3,1.8968399587681797,0,20,6.010302686153877,0,20
11,1.8968399587681797,0,19,6.010302686153877,0,21
-16,1.8968399587681797,0,22,6.010302686153877,0,18
3,1.8968399587681797,0,20,6.010302686153877,0,20
3,1.8968399587681797,0,20,6.010302686153877,0,20
12,1.8968399587681797,0,19,6.010302686153877,0,21
3,2.1480162032757715,0,20,3.3583397399430344,0,20
3,2.1480162032757715,0,20,3.3583397399430344,0,20
3,2.1480162032757715,0,20,3.3583397399430344,0,20
12,2.1480162032757715,0,19,3.3583397399430344,0,21
-16,2.1480162032757715,0,22,3.3583397399430344,0,18
11,2.1480162032757715,0,19,3.3583397399430344,0,21
3,2.2708151919171544,0,20,3.6536870750342936,0,20
12,2.2708151919171544,0,19,3.6536870750342936,0,21
3,2.2708151919171544,0,20,3.6536870750342936,0,20
-16,2.2708151919171544,0,22,3.6536870750342936,0,18
3,2.2708151919171544,0,20,3.6536870750342936,0,20
11,2.2708151919171544,0,19,3.6536870750342936,0,21
3,3.2128351408195535,0,20,2.934237081804763,0,20
3,3.2128351408195535,0,20,2.934237081804763,0,20
11,3.2128351408195535,0,19,2.934237081804763,0,21
-16,3.2128351408195535,0,22,2.934237081804763,0,18
3,3.2128351408195535,0,20,2.934237081804763,0,20
12,3.2128351408195535,0,19,2.934237081804763,0,21
-16,2.208915245767502,0,22,4.112786981078569,0,18
3,2.208915245767502,0,20,4.112786981078569,0,20
3,2.208915245767502,0,20,4.112786981078569,0,20
3,2.208915245767502,0,20,4.112786981078569,0,20
12,2.208915245767502,0,19,4.112786981078569,0,21
11,2.208915245767502,0,19,4.112786981078569,0,21
3,2.8951242968635373,0,20,3.626759676085639,0,20
12,2.8951242968635373,0,19,3.626759676085639,0,21
3,2.8951242968635373,0,20,3.626759676085639,0,20
-16,2.8951242968635373,0,22,3.626759676085639,0,18
11,2.8951242968635373,0,19,3.626759676085639,0,21
3,2.8951242968635373,0,20,3.626759676085639,0,20
-5,1.8792457888959941,0,21,4.106536994524974,0,19
11,1.8792457888959941,0,19,4.106536994524974,0,21
-34,1.8792457888959941,0,23,4.106536994524974,1,16
-17,1.8792457888959941,0,22,4.106536994524974,0,18
-9,1.8792457888959941,0,21,4.106536994524974,0,19
3,1.8792457888959941,0,20,4.106536994524974,0,20
-5,2.530936257897513,0,21,5.877068661703989,0,19
-34,2.530936257897513,0,23,5.877068661703989,1,16
-9,2.530936257897513,0,21,5.877068661703989,0,19
-17,2.530936257897513,0,22,5.877068661703989,0,18
11,2.530936257897513,0,19,5.877068661703989,0,21
3,2.530936257897513,0,20,5.877068661703989,0,20
-34,2.804663781578768,0,23,3.9329261715374724,1,16
-9,2.804663781578768,0,21,3.9329261715374724,0,19
3,2.804663781578768,0,20,3.9329261715374724,0,20
-5,2.804663781578768,0,21,3.9329261715374724,0,19
-17,2.804663781578768,0,22,3.9329261715374724,0,18
11,2.804663781578768,0,19,3.9329261715374724,0,21
3,2.1540096023902198,0,20,6.28723735494148,0,20
-5,2.1540096023902198,0,21,6.28723735494148,0,19
-17,2.1540096023902198,0,22,6.28723735494148,0,18
-34,2.1540096023902198,0,23,6.28723735494148,1,16
-9,2.1540096023902198,0,21,6.28723735494148,0,19
11,2.1540096023902198,0,19,6.28723735494148,0,21
-9,2.1451021737234863,0,21,4.977702171637198,0,19
-17,2.1451021737234863,0,22,4.977702171637198,0,18
-5,2.1451021737234863,0,21,4.977702171637198,0,19
11,2.1451021737234863,0,19,4.977702171637198,0,21
3,2.1451021737234863,0,20,4.977702171637198,0,20
-34,2.1451021737234863,0,23,4.977702171637198,1,16
3,1.8215242294631042,0,20,4.389027158235586,0,20
-5,1.8215242294631042,0,21,4.389027158235586,0,19
-17,1.8215242294631042,0,22,4.389027158235586,0,18
-34,1.8215242294631042,0,23,4.389027158235586,1,16
-9,1.8215242294631042,0,21,4.389027158235586,0,19
11,1.8215242294631042,0,19,4.389027158235586,0,21
-17,2.4818614366617697,0,22,5.473552124585361,0,18
-34,2.4818614366617697,0,23,5.473552124585361,1,16
3,2.4818614366617697,0,20,5.473552124585361,0,20
-9,2.4818614366617697,0,21,5.473552124585361,0,19
11,2.4818614366617697,0,19,5.473552124585361,0,21
-5,2.4818614366617697,0,21,5.473552124585361,0,19
3,2.656158877973726,0,20,5.8600749724508026,0,20
-34,2.656158877973726,0,23,5.8600749724508026,1,16
-9,2.656158877973726,0,21,5.8600749724508026,0,19
11,2.656158877973726,0,19,5.8600749724508026,0,21
-17,2.656158877973726,0,22,5.8600749724508026,0,18
-5,2.656158877973726,0,21,5.8600749724508026,0,19
-17,3.5112411266181462,0,22,3.1926551812083095,0,18
-17,3.5112411266181462,0,22,3.1926551812083095,0,18
-34,3.5112411266181462,0,23,3.1926551812083095,1,16
-5,3.5112411266181462,0,21,3.1926551812083095,0,19
-6,3.5112411266181462,0,21,3.1926551812083095,0,19
-19,3.5112411266181462,0,22,3.1926551812083095,0,18
-34,2.209325814113913,0,23,4.193022862438029,1,16
-19,2.209325814113913,0,22,4.193022862438029,0,18
-5,2.209325814113913,0,21,4.193022862438029,0,19
-17,2.209325814113913,0,22,4.193022862438029,0,18
-6,2.209325814113913,0,21,4.193022862438029,0,19
-17,2.209325814113913,0,22,4.193022862438029,0,18
-5,2.087225487245015,0,21,4.962121308585991,0,19
-34,2.087225487245015,0,23,4.962121308585991,1,16
-9,2.087225487245015,0,21,4.962121308585991,0,19
-19,2.087225487245015,0,22,4.962121308585991,0,18
-17,2.087225487245015,0,22,4.962121308585991,0,18
-6,2.087225487245015,0,21,4.962121308585991,0,19
-9,3.0841858456784794,0,21,4.000199461185739,0,19
-19,3.0841858456784794,0,22,4.000199461185739,0,18
-17,3.0841858456784794,0,22,4.000199461185739,0,18
-5,3.0841858456784794,0,21,4.000199461185739,0,19
-34,3.0841858456784794,0,23,4.000199461185739,1,16
-6,3.0841858456784794,0,21,4.000199461185739,0,19
-6,3.0841858456784794,0,21,3.010199515057406,0,19
-19,3.0841858456784794,0,22,3.010199515057406,0,18
-34,3.0841858456784794,0,23,3.010199515057406,1,16
-5,3.0841858456784794,0,21,3.010199515057406,0,19
-9,3.0841858456784794,0,21,3.010199515057406,0,19
-17,3.0841858456784794,0,22,3.010199515057406,0,18
-6,3.4148888503998824,0,21,4.113952001764717,0,19
-34,3.4148888503998824,0,23,4.113952001764717,1,16
-17,3.4148888503998824,0,22,4.113952001764717,0,18
-9,3.4148888503998824,0,21,4.113952001764717,0,19
-19,3.4148888503998824,0,22,4.113952001764717,0,18
-5,3.4148888503998824,0,21,4.113952001764717,0,19
-19,2.0869154440413418,0,22,4.115239461353068,0,18
-17,2.0869154440413418,0,22,4.115239461353068,0,18
-5,2.0869154440413418,0,21,4.115239461353068,0,19
-9,2.0869154440413418,0,21,4.115239461353068,0,19
-34,2.0869154440413418,0,23,4.115239461353068,1,16
-6,2.0869154440413418,0,21,4.115239461353068,0,19
-5,2.633775932775286,0,21,3.5102698631853713,0,19
-6,2.633775932775286,0,21,3.5102698631853713,0,19
-17,2.633775932775286,0,22,3.5102698631853713,0,18
-19,2.633775932775286,0,22,3.5102698631853713,0,18
-34,2.633775932775286,0,23,3.5102698631853713,1,16
-9,2.633775932775286,0,21,3.5102698631853713,0,19
-9,2.1890116086713824,0,21,7.6906961397419025,0,19
-19,2.1890116086713824,0,22,7.6906961397419025,0,18
-5,2.1890116086713824,0,21,7.6906961397419025,0,19
-34,2.1890116086713824,0,23,7.6906961397419025,1,16
-17,2.1890116086713824,0,22,7.6906961397419025,0,18
-6,2.1890116086713824,0,21,7.6906961397419025,0,19
-28,2.6197131012390997,0,23,3.747745339506603,1,17
-14,2.6197131012390997,0,21,3.747745339506603,0,19
-23,2.6197131012390997,0,22,3.747745339506603,0,17
-19,2.6197131012390997,0,22,3.747745339506603,0,18
-25,2.6197131012390997,0,22,3.747745339506603,1,17
-11,2.6197131012390997,0,21,3.747745339506603,0,19
-4,1.7138795736395147,0,20,4.151970768861724,0,20
-24,1.7138795736395147,0,22,4.151970768861724,0,17
-25,1.7138795736395147,0,22,4.151970768861724,1,17
-11,1.7138795736395147,0,21,4.151970768861724,0,19
-28,1.7138795736395147,0,23,4.151970768861724,1,17
-37,1.7138795736395147,0,24,4.151970768861724,1,16
-4,2.4283794320662206,0,20,4.3170707486719655,0,20
-37,2.4283794320662206,0,24,4.3170707486719655,1,16
-11,2.4283794320662206,0,21,4.3170707486719655,0,19
-28,2.4283794320662206,0,23,4.3170707486719655,1,17
-24,2.4283794320662206,0,22,4.3170707486719655,0,17
-25,2.4283794320662206,0,22,4.3170707486719655,1,17
-25,2.4283794320662206,0,22,3.4810103049029277,1,17
-28,2.4283794320662206,0,23,3.4810103049029277,1,17
-11,2.4283794320662206,0,21,3.4810103049029277,0,19
-24,2.4283794320662206,0,22,3.4810103049029277,0,17
-4,2.4283794320662206,0,20,3.4810103049029277,0,20
-37,2.4283794320662206,0,24,3.4810103049029277,1,16
-4,3.6915287631846203,0,20,4.520537648303743,0,20
-28,3.6915287631846203,0,23,4.520537648303743,1,17
-11,3.6915287631846203,0,21,4.520537648303743,0,19
-37,3.6915287631846203,0,24,4.520537648303743,1,16
-24,3.6915287631846203,0,22,4.520537648303743,0,17
-25,3.6915287631846203,0,22,4.520537648303743,1,17
-37,3.8341150786141185,0,24,2.7613123910316215,1,16
-4,3.8341150786141185,0,20,2.7613123910316215,0,20
-17,3.8341150786141185,0,22,2.7613123910316215,0,18
-5,3.8341150786141185,0,21,2.7613123910316215,0,19
-33,3.8341150786141185,0,23,2.7613123910316215,1,16
-33,3.8341150786141185,0,23,2.7613123910316215,1,16
-8,2.4935985534428506,0,21,3.9070122834182395,0,19
-29,2.4935985534428506,0,23,3.9070122834182395,1,17
-17,2.4935985534428506,0,22,3.9070122834182395,0,18
-33,2.4935985534428506,0,23,3.9070122834182395,1,16
-5,2.4935985534428506,0,21,3.9070122834182395,0,19
-37,2.4935985534428506,0,24,3.9070122834182395,1,16
-37,3.7354837729174957,0,24,4.862654607609512,1,16
-5,3.7354837729174957,0,21,4.862654607609512,0,19
-33,3.7354837729174957,0,23,4.862654607609512,1,16
-29,3.7354837729174957,0,23,4.862654607609512,1,17
-17,3.7354837729174957,0,22,4.862654607609512,0,18
-8,3.7354837729174957,0,21,4.862654607609512,0,19
-37,3.673583786380046,0,24,5.7923545269467045,1,16
-17,3.673583786380046,0,22,5.7923545269467045,0,18
-8,3.673583786380046,0,21,5.7923545269467045,0,19
-29,3.673583786380046,0,23,5.7923545269467045,1,17
-5,3.673583786380046,0,21,5.7923545269467045,0,19
-33,3.673583786380046,0,23,5.7923545269467045,1,16
-8,3.737910732351637,0,21,3.871204600921373,0,19
-33,3.737910732351637,0,23,3.871204600921373,1,16
-5,3.737910732351637,0,21,3.871204600921373,0,19
-17,3.737910732351637,0,22,3.871204600921373,0,18
-37,3.737910732351637,0,24,3.871204600921373,1,16
-29,3.737910732351637,0,23,3.871204600921373,1,17
-29,3.035329182124231,0,23,2.5718868827075387,1,17
-17,3.035329182124231,0,22,2.5718868827075387,0,18
-33,3.035329182124231,0,23,2.5718868827075387,1,16
-5,3.035329182124231,0,21,2.5718868827075387,0,19
-8,3.035329182124231,0,21,2.5718868827075387,0,19
-37,3.035329182124231,0,24,2.5718868827075387,1,16
-33,4.804747243608274,0,23,3.3043191487999164,1,16
-37,4.804747243608274,0,24,3.3043191487999164,1,16
-17,4.804747243608274,0,22,3.3043191487999164,0,18
-29,4.804747243608274,0,23,3.3043191487999164,1,17
-8,4.804747243608274,0,21,3.3043191487999164,0,19
-5,4.804747243608274,0,21,3.3043191487999164,0,19
