Time,Instrument,Operation,OrderId,Side,Volume,Price,Lifespan
0.0,0,Insert,268515079,A,1000,140700.0,G
0.0,0,Cancel,268514763,,-800,,
0.0,0,Cancel,268508907,,-8000,,
0.0,0,Insert,268516595,A,800,140500.0,G
0.0,0,Cancel,268514387,,-2000,,
0.0,0,Insert,268516647,A,1000,140500.0,G
0.0,0,Insert,268516739,A,1000,140500.0,G
0.0,0,Cancel,268516595,,-800,,
0.0,0,Cancel,268516647,,-1000,,
0.0,0,Cancel,268516739,,-1000,,
0.0,0,Insert,268517419,A,800,140500.0,G
0.0,0,Cancel,268517419,,-800,,
0.0,0,Insert,268517487,A,1000,140500.0,G
0.0,0,Insert,268517503,A,1000,140800.0,G
0.0,0,Insert,268517515,A,1000,140500.0,G
0.0,0,Insert,268517531,A,180,140500.0,G
0.0,0,Cancel,268497883,,-2000,,
0.0,0,Insert,268517535,B,2000,106400.0,G
0.0,0,Insert,268517543,A,1560,140400.0,G
0.0,0,Insert,268517547,A,2000,175000.0,G
0.0,0,Insert,268517551,B,1000,139700.0,G
0.0,0,Insert,268517555,A,1000,140500.0,G
0.0,0,Cancel,268517487,,-1000,,
0.0,0,Insert,268517559,A,1000,140400.0,G
0.0,0,Cancel,268503795,,-1000,,
0.0,0,Cancel,268501831,,-1000,,
0.0,0,Insert,268517579,A,1000,140400.0,G
0.0,0,Cancel,268517503,,-1000,,
0.0,0,Insert,268517595,B,1000,140200.0,G
0.0,0,Cancel,268517531,,-180,,
0.0,0,Cancel,268517543,,-1560,,
0.0,0,Cancel,268517559,,-1000,,
0.0,0,Cancel,268517579,,-1000,,
0.0,0,Insert,268517843,B,1000,140300.0,G
0.0,0,Insert,268517847,B,520,140300.0,G
0.0,0,Insert,268517855,B,800,140300.0,G
0.0,0,Insert,268517863,B,1000,140300.0,G
0.0,0,Insert,268517875,A,2000,141400.0,G
0.013928,1,Insert,1,B,50,140300.0,G
0.014072,1,Insert,2,A,50,140500.0,G
0.014382,1,Insert,2,B,33,140200.0,G
0.014988,1,Insert,3,A,33,140600.0,G
0.015058,1,Insert,1,B,14,139800.0,G
0.015111,1,Insert,2,A,14,141400.0,G
0.015218,1,Insert,1,B,33,140100.0,G
0.015435,1,Insert,2,A,33,140700.0,G
0.015503,1,Insert,1,B,45,140200.0,G
0.015733,1,Insert,2,A,45,140600.0,G
0.015787,1,Insert,1,B,8,139800.0,G
0.015834,1,Insert,2,A,13,170100.0,G
0.016051,1,Insert,1,B,50,140300.0,G
0.016107,1,Insert,2,A,50,140500.0,G
0.201557,1,Insert,5096556,B,35,139300.0,G
0.287023,1,Insert,7016897,A,10000,141000.0,G
0.287023,1,Insert,7016898,B,10000,139800.0,G
0.296241,1,Insert,1,B,20,140300.0,G
0.29634,1,Insert,2,A,20,140500.0,G
0.296415,0,Cancel,1,,-8,,
0.297021,1,Insert,3,B,8,139800.0,G
0.297079,0,Cancel,2,,-13,,
0.297115,1,Insert,4,A,13,170100.0,G
0.313345,0,Insert,268517879,B,1000,140300.0,G
0.313346,0,Cancel,7016897,,-10000,,
0.313346,0,Cancel,7016898,,-10000,,
0.313346,1,Insert,7016899,A,10000,141000.0,G
0.313346,1,Insert,7016900,B,10000,139800.0,G
0.313347,0,Insert,268517883,A,1000,140500.0,G
0.314456,0,Cancel,268517855,,-800,,
0.314489,0,Insert,268517971,B,1000,140300.0,G
0.316704,0,Cancel,268517555,,-1000,,
0.317423,0,Cancel,268517847,,-520,,
0.318042,0,Insert,268518103,A,800,140500.0,G
0.318069,0,Cancel,268517879,,-1000,,
0.318069,0,Cancel,268517971,,-1000,,
0.318091,0,Cancel,268517595,,-1000,,
0.318097,0,Cancel,268517863,,-1000,,
0.318635,0,Cancel,268515079,,-1000,,
0.318681,0,Insert,268518159,A,1000,140500.0,G
0.318762,0,Insert,268518167,B,1000,140200.0,G
0.318858,0,Cancel,268518167,,-1000,,
0.31895,0,Insert,268518191,B,1000,140000.0,G
0.318967,0,Insert,268518195,A,1000,140400.0,G
0.318991,0,Insert,268518199,A,1000,140400.0,G
0.319002,0,Insert,268518203,A,1000,140400.0,G
0.319008,0,Insert,268518207,A,8000,140400.0,G
0.31903,0,Cancel,268517875,,-2000,,
0.319054,0,Cancel,268517883,,-1000,,
0.319246,0,Cancel,268518191,,-1000,,
0.319499,0,Cancel,268504827,,-1000,,
0.319499,0,Insert,268518295,B,1000,140200.0,G
0.319519,0,Cancel,268517843,,-1000,,
0.319591,0,Cancel,268518195,,-1000,,
0.320035,0,Insert,268518475,B,1000,140200.0,G
0.321246,0,Cancel,268518475,,-1000,,
0.32135,0,Insert,268518679,B,1000,140200.0,G
0.321402,0,Insert,268518711,A,1000,140700.0,G
0.321544,0,Insert,268518715,B,8000,140300.0,G
0.321553,0,Cancel,268518295,,-1000,,
0.321553,0,Insert,268518723,B,1000,140300.0,G
0.321576,0,Cancel,268518203,,-1000,,
0.321576,0,Cancel,268518103,,-800,,
0.321592,0,Cancel,268518207,,-8000,,
0.32183,0,Insert,268518807,B,1000,140300.0,G
0.323589,0,Cancel,268518679,,-1000,,
0.323616,0,Cancel,268518807,,-1000,,
0.324033,0,Insert,268519179,B,1000,140200.0,G
0.324696,0,Cancel,268518715,,-8000,,
0.324983,0,Insert,268519267,B,8000,140300.0,G
0.326256,0,Insert,268519327,A,1000,140600.0,G
0.327415,0,Insert,268519627,A,1000,140800.0,G
0.327669,0,Cancel,268519267,,-8000,,
0.327739,0,Cancel,268519179,,-1000,,
0.328225,0,Insert,268519747,B,1000,140200.0,G
0.328241,0,Insert,268519751,A,1000,140400.0,G
0.328416,0,Cancel,268519627,,-1000,,
0.328817,0,Cancel,268519747,,-1000,,
0.329422,0,Insert,268519835,B,1000,139300.0,G
0.330761,0,Insert,268519891,B,7000,132400.0,G
0.331427,0,Insert,268519927,A,8000,140400.0,G
0.33174,0,Cancel,268518723,,-1000,,
0.334128,0,Cancel,268519927,,-8000,,
0.334357,0,Insert,268520135,B,1000,140200.0,G
0.334495,0,Cancel,268519751,,-1000,,
0.353319,0,Insert,268521479,A,1000,140700.0,G
0.353623,0,Cancel,268521479,,-1000,,
0.359013,0,Cancel,268520135,,-1000,,
0.360384,0,Insert,268523051,B,1000,139000.0,G
0.3635,0,Insert,268523243,A,8000,140400.0,G
0.363525,0,Insert,268523247,A,1000,140400.0,G
0.36356,0,Insert,268523255,A,1000,140800.0,G
0.363666,0,Insert,268523271,A,1000,140400.0,G
0.368393,0,Insert,268523599,A,1000,140700.0,G
0.36855,0,Cancel,268523247,,-1000,,
0.368685,0,Cancel,268523599,,-1000,,
0.369864,0,Insert,268523643,B,1000,140300.0,G
0.370085,0,Insert,268523647,B,1000,140200.0,G
0.370133,0,Cancel,268523271,,-1000,,
0.371562,0,Insert,268523707,B,2000,140300.0,G
0.372701,0,Cancel,268523243,,-8000,,
0.373079,0,Insert,268523771,A,1000,140600.0,G
0.374434,0,Insert,268523871,A,8000,140400.0,G
0.374497,0,Cancel,268523647,,-1000,,
0.375697,0,Cancel,268523871,,-8000,,
0.378494,0,Insert,268524839,B,1000,140200.0,G
0.379499,0,Insert,268525023,B,1000,140300.0,G
0.379921,0,Cancel,268503967,,-1000,,
0.412475,0,Insert,268527803,A,1000,141900.0,G
0.413645,0,Cancel,268518159,,-1000,,
0.413645,0,Insert,268527819,A,1000,140400.0,G
0.427438,0,Insert,268528579,A,2000,140700.0,G
0.484717,0,Cancel,268524839,,-1000,,
0.496267,0,Insert,268530539,B,1000,140200.0,G
0.497412,0,Cancel,268530539,,-1000,,
0.499461,0,Cancel,7016899,,-10000,,
0.499461,0,Cancel,7016900,,-10000,,
0.499461,1,Insert,7016901,A,10000,141000.0,G
0.499461,1,Insert,7016902,B,10000,139800.0,G
0.50871,0,Insert,268530907,A,1000,141000.0,G
0.509994,0,Insert,268531439,A,1000,161500.0,G
0.518267,0,Insert,268531991,B,800,140300.0,G
0.518279,0,Insert,268532003,B,1000,140200.0,G
0.518356,0,Cancel,268527803,,-1000,,
0.518407,0,Insert,268532043,B,8000,140300.0,G
0.519389,0,Cancel,268531991,,-800,,
0.52113,0,Cancel,2,,-50,,
0.521408,0,Cancel,1,,-14,,
0.521447,0,Cancel,2,,-14,,
0.52148,1,Insert,3,B,14,139700.0,G
0.522018,0,Cancel,268532043,,-8000,,
0.522409,1,Insert,4,A,14,140600.0,G
0.522752,0,Cancel,3,,-33,,
0.522811,1,Insert,6,A,33,140500.0,G
0.522895,0,Cancel,2,,-33,,
0.522938,1,Insert,3,A,33,140600.0,G
0.523046,1,Insert,3,B,20,140300.0,G
0.523093,1,Insert,4,A,20,140400.0,G
0.523148,0,Cancel,2,,-45,,
0.523205,0,Cancel,3,,-8,,
0.523238,1,Insert,5,B,10,139700.0,G
0.523277,0,Cancel,4,,-13,,
0.524019,1,Insert,6,A,13,140800.0,G
0.524158,1,Insert,3,A,45,140500.0,G
0.530197,0,Insert,268532531,B,790,140300.0,G
0.530518,0,Insert,268532551,B,8000,140300.0,G
0.53052,0,Cancel,268512611,,-1000,,
0.530734,0,Insert,268532579,A,1000,140500.0,G
0.530922,0,Insert,268532595,B,1000,140300.0,G
0.542056,0,Cancel,268532551,,-8000,,
0.54209,0,Cancel,268532595,,-1000,,
0.558642,0,Cancel,268532579,,-1000,,
0.560998,0,Cancel,268523771,,-1000,,
0.562469,0,Insert,268533919,A,1000,141900.0,G
0.563224,0,Insert,268533931,A,1000,140500.0,G
0.563403,0,Cancel,268532531,,-790,,
0.569856,0,Insert,268534299,B,8000,140300.0,G
0.56998,0,Insert,268534315,B,790,140300.0,G
0.570063,0,Cancel,268533931,,-1000,,
0.570262,0,Cancel,268533919,,-1000,,
0.574969,0,Cancel,268528579,,-2000,,
0.622425,0,Insert,268536163,A,1000,142000.0,G
0.635921,0,Insert,268536423,A,1000,140500.0,G
0.652923,0,Cancel,268536423,,-1000,,
0.667901,0,Cancel,268517515,,-1000,,
0.675779,0,Insert,268537231,A,2000,141700.0,G
0.736473,0,Insert,268538787,B,1000,140300.0,G
0.736578,0,Cancel,268538787,,-1000,,
0.737735,0,Cancel,268534315,,-790,,
0.737764,0,Cancel,268534299,,-8000,,
0.772412,0,Cancel,268536163,,-1000,,
0.772452,0,Insert,268539939,A,1000,141900.0,G
0.782284,0,Cancel,268537231,,-2000,,
0.782436,0,Cancel,268525023,,-1000,,
0.782454,0,Insert,268540263,A,1000,140500.0,G
0.782526,0,Insert,268540271,A,2000,140700.0,G
0.784717,0,Cancel,7016901,,-10000,,
0.784717,0,Cancel,7016902,,-10000,,
0.784717,1,Insert,7016903,A,10000,141000.0,G
0.784717,1,Insert,7016904,B,10000,139800.0,G
0.800938,1,Insert,3,A,50,140400.0,G
0.8011,0,Cancel,3,,-14,,
0.801679,1,Insert,5,B,14,139800.0,G
0.802116,1,Insert,5,B,20,140300.0,G
0.802184,1,Insert,6,A,20,140400.0,G
0.802248,0,Cancel,5,,-10,,
0.802289,1,Insert,7,B,9,139800.0,G
0.802328,0,Cancel,6,,-13,,
0.802359,1,Insert,8,A,13,140800.0,G
0.831326,0,Cancel,268503963,,-1000,,
0.832825,0,Insert,268541531,A,1000,164300.0,G
0.832851,0,Insert,268541535,A,1000,170000.0,G
0.867979,0,Insert,268541955,A,1000,140600.0,G
0.877512,0,Cancel,268540263,,-1000,,
0.877537,0,Insert,268542443,B,1000,96000.0,G
0.877652,0,Insert,268542459,B,8000,140300.0,G
0.877701,0,Insert,268542475,B,790,140300.0,G
0.877795,0,Cancel,268542475,,-790,,
0.877822,0,Insert,268542503,A,1000,140500.0,G
0.877839,0,Cancel,268542459,,-8000,,
0.87785,0,Insert,268542515,B,2000,139100.0,G
0.889179,0,Cancel,268504379,,-1000,,
0.889305,0,Cancel,268504831,,-1000,,
0.889308,0,Insert,268542895,A,1000,140400.0,G
0.900275,0,Insert,268543091,B,20,35000.0,G
0.917291,0,Cancel,268532003,,-1000,,
0.922427,0,Insert,268543607,B,1000,138700.0,G
0.946093,0,Insert,268544091,A,8000,140400.0,G
0.946203,0,Insert,268544099,B,1000,140200.0,G
0.946221,0,Cancel,268542895,,-1000,,
0.946346,0,Cancel,268543607,,-1000,,
0.946676,0,Cancel,268544091,,-8000,,
0.946709,0,Cancel,268542503,,-1000,,
0.946729,0,Insert,268544147,B,790,140300.0,G
0.94676,0,Cancel,268539939,,-1000,,
0.947208,0,Insert,268544203,A,1000,140500.0,G
0.947255,0,Cancel,268542515,,-2000,,
0.947339,0,Insert,268544219,B,8000,140300.0,G
0.947347,0,Insert,268544223,B,1000,140300.0,G
0.947547,0,Cancel,268544203,,-1000,,
0.947637,0,Insert,268544231,B,1000,140000.0,G
0.947668,0,Insert,268544243,B,1000,140100.0,G
0.947932,0,Cancel,268544231,,-1000,,
0.970294,0,Insert,268544771,B,1000,140300.0,G
0.970342,0,Insert,268544779,B,1000,138800.0,G
0.970624,0,Insert,268544807,B,1000,140000.0,G
0.971595,0,Cancel,268541955,,-1000,,
0.978767,0,Cancel,268523255,,-1000,,
0.978794,0,Insert,268544959,B,2000,140100.0,G
0.978809,0,Insert,268544963,B,1000,139800.0,G
0.981465,0,Cancel,268504823,,-8000,,
0.981507,0,Insert,268545115,B,1000,140300.0,G
0.981513,0,Cancel,268540271,,-2000,,
0.981568,0,Insert,268545127,B,1000,140000.0,G
0.98172,0,Insert,268545143,A,2000,140500.0,G
0.981968,0,Insert,6206559,B,1000,140400.0,F
0.981968,0,Insert,6206560,B,1000,140400.0,F
0.98197,0,Cancel,268545143,,-2000,,
0.981974,0,Insert,268545243,B,2000,140000.0,G
0.981987,0,Insert,268545251,B,1000,140300.0,G
0.981991,0,Insert,268545255,B,520,140300.0,G
0.981995,0,Cancel,268545127,,-1000,,
0.982004,0,Insert,268545259,A,4000,140700.0,G
0.98201,0,Insert,268545267,B,1000,140300.0,G
0.982032,0,Cancel,5,,-14,,
0.982057,0,Insert,268545291,B,1000,140000.0,G
0.982061,0,Insert,268545299,A,1000,140600.0,G
0.982125,0,Insert,268545359,A,2000,141400.0,G
0.982125,0,Insert,268545363,A,2000,141500.0,G
0.982131,0,Insert,268545371,B,130,140300.0,G
0.982279,0,Insert,268545431,B,1620,140300.0,G
0.982292,0,Insert,268545439,B,1000,140400.0,G
0.982309,0,Cancel,268545251,,-1000,,
0.982309,0,Insert,268545447,B,1000,140400.0,G
0.982309,0,Cancel,268545267,,-1000,,
0.982309,0,Insert,268545451,B,1000,140400.0,G
0.98231,0,Insert,268545459,A,1000,140800.0,G
0.982327,0,Insert,268545475,B,8000,140400.0,G
0.982327,0,Insert,268545479,B,780,140400.0,G
0.982329,0,Insert,268545487,B,3000,140100.0,G
0.982366,0,Cancel,268545479,,-780,,
0.982411,0,Insert,268545527,A,1000,140600.0,G
0.982413,0,Cancel,268517535,,-2000,,
0.982413,0,Insert,268545531,B,2000,106500.0,G
0.982417,0,Cancel,268517551,,-1000,,
0.982422,0,Insert,268545543,B,1000,140400.0,G
0.982433,0,Cancel,268517547,,-2000,,
0.982433,0,Insert,268545547,A,2000,175100.0,G
0.982554,0,Insert,268545615,B,780,140400.0,G
0.982562,0,Insert,268545627,A,1000,140600.0,G
0.982597,0,Insert,268545639,A,1000,140600.0,G
0.982638,0,Cancel,268545615,,-780,,
0.982652,0,Cancel,268519327,,-1000,,
0.982652,0,Insert,268545711,B,1000,140100.0,G
0.983046,0,Cancel,268545711,,-1000,,
0.983267,0,Cancel,268545451,,-1000,,
0.983455,1,Insert,6,B,14,140100.0,G
0.983927,0,Cancel,268545371,,-130,,
0.983938,0,Cancel,268545639,,-1000,,
0.983941,0,Cancel,268545439,,-1000,,
0.984059,0,Insert,268546107,A,780,140600.0,G
0.984366,0,Insert,268546135,A,1000,141100.0,G
0.985204,1,Insert,7,B,20,140300.0,G
0.985276,1,Insert,8,A,20,140400.0,G
0.985338,0,Cancel,7,,-9,,
0.985373,1,Insert,9,B,14,140200.0,G
0.985412,0,Cancel,8,,-13,,
0.985443,1,Insert,10,A,12,140800.0,G
0.985521,0,Cancel,1,,-33,,
0.985704,0,Cancel,268545475,,-8000,,
0.985907,0,Insert,268546287,B,1000,140400.0,G
0.986111,0,Cancel,268545255,,-520,,
0.986303,0,Cancel,268545431,,-1620,,
0.99014,0,Cancel,268545627,,-1000,,
0.990146,0,Cancel,268546107,,-780,,
0.990148,0,Insert,268546359,B,790,140400.0,G
0.990248,0,Insert,268546371,A,1000,140600.0,G
0.990277,0,Cancel,268544223,,-1000,,
0.99028,0,Insert,268546379,B,1000,140400.0,G
0.990458,0,Insert,268546431,B,8000,140400.0,G
0.995711,0,Cancel,268546431,,-8000,,
0.996028,0,Cancel,268523707,,-2000,,
0.996758,0,Insert,268546747,B,2000,140400.0,G
0.997787,0,Cancel,268542443,,-1000,,
1.005229,0,Insert,268546915,B,8000,140400.0,G
1.005252,0,Cancel,268503959,,-1000,,
1.006087,0,Cancel,268546371,,-1000,,
1.006096,0,Insert,268547059,B,1000,140400.0,G
1.006159,0,Insert,268547083,B,1000,140100.0,G
1.006163,0,Cancel,268545527,,-1000,,
1.006232,0,Cancel,268545259,,-4000,,
1.007161,0,Cancel,268547059,,-1000,,
1.007169,0,Insert,268547175,A,2000,140600.0,G
1.007409,0,Cancel,268547083,,-1000,,
1.012432,0,Cancel,268544779,,-1000,,
1.015975,0,Insert,268547503,A,1000,140600.0,G
1.016678,0,Cancel,268546915,,-8000,,
1.023539,0,Insert,268547747,A,790,140600.0,G
1.023767,0,Cancel,268546359,,-790,,
1.02404,0,Cancel,268547747,,-790,,
1.024041,0,Insert,268547831,B,790,140400.0,G
1.024469,0,Insert,268547919,A,2000,140700.0,G
1.024594,0,Cancel,268546379,,-1000,,
1.024603,0,Cancel,268547831,,-790,,
1.024603,0,Insert,268547943,A,790,140600.0,G
1.024643,0,Cancel,268546287,,-1000,,
1.031326,0,Cancel,268545115,,-1000,,
1.031351,0,Insert,268548147,B,1000,110800.0,G
1.03138,0,Insert,268548159,B,1000,96200.0,G
1.03138,0,Insert,268548163,A,8000,140600.0,G
1.031388,0,Insert,268548167,A,1000,140600.0,G
1.032423,0,Insert,268548255,B,1000,140400.0,G
1.032447,0,Insert,268548259,A,1000,184800.0,G
1.042695,0,Insert,268548563,A,40000,143000.0,G
1.053924,0,Insert,268548815,B,580,140300.0,G
1.082043,0,Insert,268549475,A,2000,140800.0,G
1.111247,0,Cancel,7016903,,-10000,,
1.111247,0,Cancel,7016904,,-10000,,
1.111247,1,Insert,7016905,A,10000,141100.0,G
1.111247,1,Insert,7016906,B,10000,139900.0,G
1.132423,0,Insert,268550367,B,1000,138900.0,G
1.178979,0,Insert,268551059,B,2000,140200.0,G
1.192423,0,Insert,268551439,A,1000,142000.0,G
1.240647,0,Cancel,268544771,,-1000,,
1.24098,0,Insert,268552499,A,1000,140500.0,G
1.241006,0,Cancel,268547919,,-2000,,
1.241009,0,Insert,268552511,A,1000,140500.0,G
1.241016,0,Insert,268552515,A,3000,140700.0,G
1.241061,0,Cancel,268545299,,-1000,,
1.254359,0,Cancel,268548815,,-580,,
1.256435,0,Cancel,268545363,,-2000,,
1.258094,0,Cancel,268544963,,-1000,,
1.264786,0,Insert,268552935,A,8000,140500.0,G
1.264816,0,Cancel,268545291,,-1000,,
1.271642,0,Cancel,268552935,,-8000,,
1.271938,0,Insert,268553219,B,1000,140300.0,G
1.282174,0,Insert,268553531,A,2000,141700.0,G
1.310778,0,Cancel,1,,-50,,
1.310869,0,Cancel,3,,-50,,
1.31118,0,Cancel,2,,-33,,
1.311233,0,Cancel,6,,-33,,
1.311263,1,Insert,10,B,33,140300.0,G
1.311324,1,Insert,11,A,33,140600.0,G
1.311666,0,Cancel,6,,-14,,
1.311723,0,Cancel,4,,-14,,
1.311754,1,Insert,7,B,14,140200.0,G
1.311795,1,Insert,8,A,14,140700.0,G
1.311862,0,Cancel,3,,-33,,
1.312072,1,Insert,4,B,33,140200.0,G
1.312116,1,Insert,5,A,33,140700.0,G
1.312221,1,Insert,4,B,50,140400.0,G
1.312718,1,Insert,5,A,50,140500.0,G
1.312802,0,Cancel,8,,-10,,
1.312834,1,Insert,9,B,20,140300.0,G
1.312873,1,Insert,10,A,20,140500.0,G
1.312944,0,Cancel,1,,-45,,
1.31318,0,Cancel,3,,-45,,
1.313234,0,Cancel,9,,-14,,
1.313459,1,Insert,11,B,14,140300.0,G
1.313504,0,Cancel,10,,-12,,
1.313536,1,Insert,12,A,14,141000.0,G
1.313598,0,Cancel,1,,-50,,
1.313801,0,Cancel,2,,-50,,
1.313832,1,Insert,3,B,50,140400.0,G
1.313874,1,Insert,4,A,50,140600.0,G
1.314006,1,Insert,6,B,37,140400.0,G
1.314068,1,Insert,4,B,45,140300.0,G
1.314109,1,Insert,5,A,45,140600.0,G
1.31492,0,Insert,268554639,A,1000,140500.0,G
1.314941,0,Cancel,268548159,,-1000,,
1.334234,0,Cancel,268553219,,-1000,,
1.334259,0,Insert,268555431,B,1000,96100.0,G
1.334266,0,Cancel,268548255,,-1000,,
1.334354,0,Insert,268555451,A,8000,140500.0,G
1.362575,0,Insert,268555807,B,1000,140300.0,G
1.362598,0,Cancel,268541535,,-1000,,
1.398077,0,Insert,268556355,A,130,140600.0,G
1.398102,0,Insert,268556359,A,1000,170100.0,G
1.400713,0,Cancel,7016905,,-10000,,
1.400713,0,Cancel,7016906,,-10000,,
1.400713,1,Insert,7016907,A,10000,141000.0,G
1.400713,1,Insert,7016908,B,10000,139800.0,G
1.408161,0,Cancel,268555807,,-1000,,
1.408244,0,Cancel,268548167,,-1000,,
1.408246,0,Insert,268556547,A,1000,140500.0,G
1.4085,0,Cancel,268545487,,-3000,,
1.408511,0,Cancel,268551059,,-2000,,
1.408511,0,Insert,268556555,B,2000,139200.0,G
1.408594,0,Cancel,268555451,,-8000,,
1.408703,0,Cancel,268544219,,-8000,,
1.408838,0,Insert,268556651,A,8000,140500.0,G
1.408986,0,Cancel,268550367,,-1000,,
1.421105,0,Insert,268557383,B,8000,140300.0,G
1.421983,0,Insert,268557391,B,1000,140300.0,G
1.421986,0,Insert,268557395,A,1000,140500.0,G
1.42245,0,Insert,268557403,B,1000,139800.0,G
1.422917,0,Cancel,268557391,,-1000,,
1.430134,0,Insert,268557527,B,1000,140300.0,G
1.450558,0,Insert,6206972,A,1000,140400.0,F
1.450578,0,Insert,268557939,A,1000,140500.0,G
1.450581,0,Insert,6206973,A,1000,140400.0,F
1.450581,0,Insert,6206974,A,2000,140400.0,F
1.450583,0,Cancel,268557527,,-1000,,
1.450606,0,Insert,268557947,A,520,140500.0,G
1.450606,0,Cancel,268548147,,-1000,,
1.450607,0,Cancel,268548259,,-1000,,
1.450616,0,Insert,268557955,B,1000,140300.0,G
1.450653,0,Insert,268557959,B,1000,140300.0,G
1.450654,0,Cancel,268557939,,-1000,,
1.450668,0,Insert,268557963,A,1000,140500.0,G
1.450687,0,Cancel,268557963,,-1000,,
1.450694,0,Insert,268557967,B,1000,139700.0,G
1.450937,0,Insert,268557983,B,2000,139400.0,G
1.450941,0,Cancel,268545531,,-2000,,
1.450941,0,Insert,268557987,B,2000,106400.0,G
1.451434,0,Insert,268558019,B,2000,140300.0,G
1.454724,0,Cancel,268557947,,-520,,
1.455024,0,Cancel,5,,-33,,
1.471867,0,Insert,268558391,B,1000,140300.0,G
1.471897,0,Cancel,268556651,,-8000,,
1.471941,0,Cancel,268557395,,-1000,,
1.472074,0,Insert,268558407,B,1000,140000.0,G
1.472375,0,Cancel,268556547,,-1000,,
1.483244,0,Cancel,268547943,,-790,,
1.483246,0,Cancel,268552499,,-1000,,
1.483295,0,Insert,268558679,B,1000,138900.0,G
1.524924,0,Cancel,6,,-37,,
1.525231,0,Cancel,7,,-14,,
1.525274,1,Insert,9,B,14,140100.0,G
1.525525,0,Cancel,4,,-33,,
1.525575,1,Insert,6,B,33,140100.0,G
1.525618,1,Insert,7,A,33,140700.0,G
1.525934,0,Cancel,10,,-33,,
1.525989,1,Insert,13,B,33,140200.0,G
1.526097,0,Cancel,4,,-45,,
1.526155,1,Insert,11,B,20,140300.0,G
1.526369,1,Insert,12,A,10,140500.0,G
1.526448,0,Cancel,11,,-14,,
1.526486,1,Insert,13,B,14,140100.0,G
1.526716,0,Cancel,12,,-14,,
1.526745,1,Insert,14,A,11,141000.0,G
1.526818,1,Insert,6,B,45,140200.0,G
1.652129,0,Insert,268561531,A,1000,140500.0,G
1.652155,0,Insert,268561535,B,1000,110700.0,G
1.65216,0,Cancel,268557959,,-1000,,
1.652179,0,Insert,268561539,A,1000,184700.0,G
1.652393,0,Cancel,268561531,,-1000,,
1.652412,0,Insert,268561559,B,1000,140300.0,G
